"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1596786","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.22169","-76.54457","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517388 target = _blank >MISIN report ID 517388</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596789","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.22771","-76.54664","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517365 target = _blank >MISIN report ID 517365</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596791","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.22773","-76.54674","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517362 target = _blank >MISIN report ID 517362</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596793","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.22776","-76.54688","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517360 target = _blank >MISIN report ID 517360</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596796","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.2278","-76.54696","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517357 target = _blank >MISIN report ID 517357</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596798","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.22784","-76.5471","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517355 target = _blank >MISIN report ID 517355</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596801","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.22791","-76.54726","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","n=5 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-07 to 2011-08-07; <a href = http://www.misin.msu.edu/browse/record.php?id=517353 target = _blank >MISIN report ID 517353</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596803","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.23182","-76.47989","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-07 to 2011-08-07; <a href = http://www.misin.msu.edu/browse/record.php?id=517386 target = _blank >MISIN report ID 517386</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596806","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.23215","-76.54662","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517380 target = _blank >MISIN report ID 517380</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596809","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.23222","-76.54662","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517377 target = _blank >MISIN report ID 517377</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596813","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.2323","-76.54664","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517374 target = _blank >MISIN report ID 517374</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596816","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.23236","-76.54666","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517370 target = _blank >MISIN report ID 517370</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596818","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.23243","-76.54663","reported","Accurate","Headwaters St. Lawrence River","04150309","2011","8","7","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517367 target = _blank >MISIN report ID 517367</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596824","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.50561","-80.22956","reported","Accurate","Lake Huron","04080300","2011","7","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516565 target = _blank >MISIN report ID 516565</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597311","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.79994","-79.7394","reported","Accurate","Lake Huron","04080300","2011","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518948 target = _blank >MISIN report ID 518948</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597317","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.80001","-79.73972","reported","Accurate","Lake Huron","04080300","2011","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518943 target = _blank >MISIN report ID 518943</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597318","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.80004","-79.73985","reported","Accurate","Lake Huron","04080300","2011","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518941 target = _blank >MISIN report ID 518941</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596677","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15125","-76.91761","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516949 target = _blank >MISIN report ID 516949</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596681","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15132","-76.91754","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516940 target = _blank >MISIN report ID 516940</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596686","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15147","-76.91722","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516944 target = _blank >MISIN report ID 516944</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596692","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15157","-76.91715","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516947 target = _blank >MISIN report ID 516947</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596695","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15173","-76.91696","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516951 target = _blank >MISIN report ID 516951</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596697","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15181","-76.91685","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516953 target = _blank >MISIN report ID 516953</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596715","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15429","-76.91895","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516984 target = _blank >MISIN report ID 516984</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596717","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15432","-76.91902","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516981 target = _blank >MISIN report ID 516981</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596721","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15437","-76.91907","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-11 to 2011-08-11; <a href = http://www.misin.msu.edu/browse/record.php?id=516978 target = _blank >MISIN report ID 516978</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596724","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15446","-76.91919","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516972 target = _blank >MISIN report ID 516972</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596727","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15452","-76.91928","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516968 target = _blank >MISIN report ID 516968</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596729","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.15456","-76.91924","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-08-11 to 2011-08-11; <a href = http://www.misin.msu.edu/browse/record.php?id=516966 target = _blank >MISIN report ID 516966</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1596733","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.1546","-76.91914","reported","Accurate","Lake Ontario","04150200","2011","8","11","established","<a href = http://www.misin.msu.edu/browse/record.php?id=516961 target = _blank >MISIN report ID 516961</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595815","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","43.16515","-79.36854","reported","Accurate","","","2011","8","24","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517257 target = _blank >MISIN report ID 517257</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595696","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.03853","-82.49552","reported","Accurate","","","2011","7","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517021 target = _blank >MISIN report ID 517021</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595697","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.03854","-82.49579","reported","Accurate","","","2011","7","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517020 target = _blank >MISIN report ID 517020</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595698","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.03857","-82.49602","reported","Accurate","","","2011","7","4","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517019 target = _blank >MISIN report ID 517019</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595689","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.03796","-82.4841","reported","Accurate","","","2011","7","5","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517011 target = _blank >MISIN report ID 517011</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595691","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.038","-82.48511","reported","Accurate","","","2011","7","5","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517005 target = _blank >MISIN report ID 517005</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595692","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.03801","-82.48489","reported","Accurate","","","2011","7","5","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517008 target = _blank >MISIN report ID 517008</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595713","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.07176","-82.47121","reported","Accurate","","","2011","7","6","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2011-07-06 to 2011-07-06; <a href = http://www.misin.msu.edu/browse/record.php?id=517756 target = _blank >MISIN report ID 517756</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595716","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.07182","-82.4711","reported","Accurate","","","2011","7","6","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517760 target = _blank >MISIN report ID 517760</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595718","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.07184","-82.47104","reported","Accurate","","","2011","7","6","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517762 target = _blank >MISIN report ID 517762</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595086","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.2437","-83.08523","reported","Accurate","Detroit","04090004","2011","6","14","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518973 target = _blank >MISIN report ID 518973</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595084","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.24349","-83.08555","reported","Accurate","Detroit","04090004","2011","6","14","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518975 target = _blank >MISIN report ID 518975</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595088","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.2438","-83.085","reported","Accurate","Detroit","04090004","2011","6","14","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518970 target = _blank >MISIN report ID 518970</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595092","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.30073","-82.61767","reported","Accurate","Lake St. Clair","04090002","2011","6","28","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518522 target = _blank >MISIN report ID 518522</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595094","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","42.30079","-82.61155","reported","Accurate","Lake St. Clair","04090002","2011","6","28","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518513 target = _blank >MISIN report ID 518513</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565279","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","46.2871","-83.95442","reported","Accurate","St. Marys","04070001","2014","8","12","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518914 target = _blank >MISIN report ID 518914</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565282","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","46.28718","-83.95422","reported","Accurate","St. Marys","04070001","2014","8","12","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518916 target = _blank >MISIN report ID 518916</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565284","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","46.28721","-83.95409","reported","Accurate","St. Marys","04070001","2014","8","12","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518918 target = _blank >MISIN report ID 518918</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
